defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,target_y
2.65,18.58,0.49,10.96,4.59,23.59,0.31,19.1,0.99,26.82,0.48,21.57,1.01,32.8,0.78,23.78,0.85,29.7,9.17,29.65,13.43,19.37,13.43,9.17,10.0,1.0,7.0,8.0,3.1591,4.1194,1.3833,0.49,1.0
0.66,24.4,0.75,21.98,12.83,34.15,0.65,29.14,1.16,26.44,13.01,19.06,4.3,21.22,0.84,41.93,4.19,25.6,0.76,18.39,0.3,16.31,13.01,12.83,9.0,2.0,7.0,8.0,3.5864,4.5981,0.57,0.3,3.0
0.8,32.41,0.35,24.35,7.85,9.6,6.96,42.72,13.85,34.66,5.75,26.84,2.23,31.34,0.61,28.42,0.29,35.65,14.66,23.85,4.48,20.4,14.66,13.85,9.0,2.0,4.0,6.0,5.2573,4.9736,6.43,4.48,2.0
0.58,34.07,4.31,28.15,10.3,24.63,4.1,31.99,3.65,38.55,0.64,30.85,7.93,20.54,0.73,27.51,3.9,25.11,0.55,23.54,15.0,34.15,15.0,10.3,11.0,0.0,4.0,8.0,4.6991,4.4372,5.79,3.65,3.0
0.33,23.4,4.4,27.78,0.34,27.48,0.75,34.36,1.49,18.89,4.63,20.16,2.65,24.3,0.29,32.06,0.47,43.14,0.55,21.43,10.32,37.31,10.32,1.49,9.0,2.0,7.0,9.0,2.3836,2.9455,1.95,0.47,0.0
3.82,28.91,0.76,29.8,8.01,12.76,2.55,20.52,0.41,36.79,1.21,26.53,14.11,23.48,0.71,32.31,10.01,34.12,3.19,32.2,5.04,38.43,14.11,10.01,10.0,1.0,4.0,7.0,4.5291,4.2341,5.2,2.55,2.0
0.25,28.21,0.37,34.66,2.7,36.81,0.54,24.24,3.43,27.2,1.48,20.21,1.8,41.86,0.53,31.43,1.32,11.75,15.81,28.39,2.47,31.22,15.81,2.7,9.0,2.0,6.0,8.0,2.7909,4.2359,1.5333,1.32,0.0
1.06,18.72,1.06,16.41,1.03,21.25,1.82,42.28,1.33,29.28,5.84,21.95,1.6,23.33,4.74,24.22,0.82,33.02,1.44,8.75,1.06,26.2,5.84,1.06,9.0,2.0,7.0,8.0,1.9818,1.6008,1.36,0.82,0.0
0.58,37.67,13.25,19.24,14.37,34.94,0.55,28.72,0.47,32.27,3.88,37.11,4.92,30.44,3.75,22.19,2.92,40.1,0.4,24.19,1.78,16.02,14.37,13.25,8.0,3.0,4.0,7.0,4.2609,4.7519,2.8167,1.78,2.0
4.41,30.98,0.28,29.26,11.13,22.78,0.57,24.91,0.78,32.98,8.07,15.24,0.49,35.73,3.7,27.82,1.26,20.81,2.31,40.48,13.84,30.77,13.84,11.13,9.0,2.0,5.0,7.0,4.2582,4.4965,3.88,1.26,2.0
3.92,27.97,0.96,34.79,6.22,11.55,7.87,36.13,0.76,27.07,3.87,16.73,12.06,29.48,4.14,22.07,0.61,21.42,10.28,20.79,0.88,30.17,12.06,10.28,9.0,2.0,4.0,6.0,4.6882,3.8151,7.045,6.22,4.0
0.33,35.05,4.47,24.77,2.75,32.59,6.43,39.91,7.37,20.31,0.21,27.89,0.27,32.52,3.09,29.09,0.54,24.62,10.49,31.81,0.52,30.59,10.49,4.47,11.0,0.0,5.0,8.0,3.3155,3.3394,6.9,6.43,2.0
1.95,25.04,0.43,19.66,3.06,16.51,0.74,9.56,0.78,24.92,1.97,19.5,0.73,22.27,5.09,38.03,0.62,28.36,7.98,31.92,0.89,31.84,7.98,3.06,9.0,2.0,6.0,8.0,2.2036,2.2617,2.24,0.74,1.0
0.72,18.26,0.48,25.99,7.4,15.12,0.51,22.33,1.02,29.34,3.98,21.87,8.57,18.73,17.16,30.29,4.21,24.89,4.53,28.61,7.54,34.09,17.16,8.57,10.0,1.0,4.0,7.0,5.1018,4.761,6.49,4.53,2.0
5.31,42.4,6.52,24.1,0.18,31.17,0.19,35.18,0.22,24.94,1.31,18.23,0.3,27.34,4.66,28.74,2.67,33.39,5.43,10.28,18.26,24.52,18.26,6.52,8.0,3.0,5.0,6.0,4.0955,5.0442,4.0167,1.31,0.0
1.37,16.84,8.69,33.24,0.61,32.63,0.27,35.72,0.49,24.89,1.53,20.05,0.59,28.71,5.2,23.57,1.77,34.66,15.3,21.48,1.16,38.99,15.3,8.69,9.0,2.0,6.0,6.0,3.3618,4.493,1.3533,1.16,3.0
12.66,27.59,0.84,26.75,10.82,19.62,8.24,38.74,6.25,14.97,4.59,25.14,0.64,20.81,0.59,23.06,0.96,16.96,1.8,32.57,0.72,29.21,12.66,10.82,10.0,1.0,5.0,7.0,4.3736,4.2758,7.245,6.25,2.0
0.37,29.34,15.58,32.02,12.45,17.53,0.72,24.23,0.2,21.57,3.09,22.9,0.87,26.91,5.9,35.93,3.42,9.36,0.63,18.31,1.9,43.52,15.58,12.45,8.0,3.0,5.0,6.0,4.1027,4.9918,3.74,1.9,2.0
0.25,23.07,0.27,30.9,12.61,20.35,4.01,24.51,4.19,30.13,0.48,32.71,1.16,9.5,0.25,35.03,6.62,44.65,6.47,16.88,10.78,36.08,12.61,10.78,8.0,3.0,5.0,6.0,4.2809,4.2074,4.75,1.16,2.0
0.57,29.09,14.63,24.33,0.38,20.38,2.7,35.3,0.59,26.33,5.0,19.85,6.3,13.43,0.37,22.99,5.7,25.87,0.27,17.57,7.66,37.71,14.63,2.7,8.0,3.0,5.0,6.0,4.0155,4.273,6.98,6.3,2.0
0.86,35.93,10.94,18.91,6.26,31.38,0.75,24.68,1.0,32.11,9.83,35.02,4.69,17.87,6.15,25.33,0.83,28.57,4.98,38.82,6.38,8.59,10.94,9.83,8.0,3.0,4.0,5.0,4.7882,3.4591,5.68,4.98,4.0
0.83,18.28,7.03,34.7,0.8,23.99,0.92,21.51,0.59,29.73,16.77,20.12,9.36,43.95,0.86,27.26,5.42,38.1,6.03,22.62,1.26,10.9,16.77,7.03,7.0,4.0,6.0,5.0,4.5336,4.8875,5.3467,1.26,1.0
0.83,27.35,4.5,29.16,10.06,35.04,0.61,32.3,1.21,38.32,10.99,24.82,0.67,35.53,0.72,23.31,0.96,29.83,3.77,33.99,1.31,20.25,10.99,10.06,11.0,0.0,7.0,9.0,3.2391,3.6577,1.26,1.21,7.0
5.57,43.71,5.61,35.19,0.28,23.34,0.23,29.05,6.41,19.59,0.35,26.62,5.05,23.2,4.88,26.98,0.36,17.98,0.48,20.84,15.35,30.96,15.35,5.61,9.0,2.0,5.0,6.0,4.0518,4.3542,5.99,5.57,2.0
0.82,24.98,0.74,29.05,7.45,38.45,4.09,13.53,15.08,32.12,5.03,22.13,4.77,26.35,1.04,21.57,11.16,17.88,0.69,16.48,1.58,36.28,15.08,11.16,8.0,3.0,4.0,5.0,4.7682,4.5469,4.3733,1.58,2.0
3.19,39.02,0.22,28.89,0.21,35.7,0.01,32.56,6.25,9.2,4.39,27.33,3.94,31.5,3.96,18.12,15.16,22.08,0.06,24.91,2.72,35.43,15.16,2.72,9.0,2.0,4.0,8.0,3.6464,4.1646,4.72,3.19,2.0
0.95,27.08,5.09,22.98,0.92,21.17,0.74,23.98,16.28,23.62,8.18,42.33,5.0,26.52,0.71,18.48,1.11,29.68,7.85,13.27,4.33,35.82,16.28,4.33,9.0,2.0,5.0,6.0,4.6509,4.5659,8.015,7.85,2.0
5.44,25.54,16.44,35.78,0.9,20.57,0.67,24.43,0.51,29.36,14.64,22.51,0.67,16.93,3.07,44.9,5.06,21.77,2.31,36.2,3.62,15.52,16.44,14.64,8.0,3.0,4.0,5.0,4.8482,5.3179,3.0,2.31,3.0
4.85,27.36,0.78,29.85,4.47,37.0,10.0,40.75,0.94,20.37,12.52,35.43,1.07,25.74,13.27,22.18,0.69,32.83,3.57,20.77,8.49,14.95,13.27,12.52,8.0,3.0,4.0,6.0,5.5136,4.5715,7.6533,4.47,5.0
5.41,37.17,12.65,25.22,0.41,30.7,0.11,28.1,2.9,32.73,3.28,29.62,2.72,24.4,0.27,34.16,0.26,23.5,7.34,21.14,1.04,38.9,12.65,5.41,11.0,0.0,5.0,8.0,3.3082,3.702,3.7,1.04,2.0
7.71,13.42,0.06,20.67,0.35,28.6,3.65,31.24,10.75,19.96,0.06,24.78,14.25,30.09,2.01,17.62,7.41,43.58,0.03,18.16,0.4,37.56,10.75,3.65,8.0,3.0,5.0,6.0,4.2436,4.7914,7.4425,0.4,0.0
0.77,18.79,0.73,21.33,0.1,29.69,2.66,32.38,3.02,44.45,0.16,14.62,5.07,22.42,0.31,17.96,0.4,25.16,0.97,37.62,17.0,29.14,17.0,0.77,9.0,2.0,7.0,7.0,2.8355,4.7177,1.3833,0.16,0.0
9.37,10.25,4.59,21.73,7.39,16.62,8.29,40.04,0.54,21.1,10.41,23.04,0.54,28.15,0.7,32.26,1.46,24.43,1.57,29.93,1.04,25.94,10.41,4.59,8.0,3.0,5.0,7.0,4.1727,3.7634,8.35,7.39,2.0
0.9,19.9,3.63,24.59,6.71,35.98,0.82,25.72,4.69,27.2,13.46,24.25,3.99,21.59,1.14,28.37,0.99,22.91,5.76,13.1,4.74,18.19,13.46,4.74,9.0,2.0,4.0,8.0,4.2573,3.5333,6.235,5.76,0.0
0.38,29.22,0.2,22.13,1.11,9.41,7.31,44.87,0.14,25.9,0.31,17.58,0.36,20.81,7.68,36.98,0.81,32.45,16.21,18.12,15.09,29.38,16.21,15.09,8.0,3.0,7.0,6.0,4.5091,5.8896,5.3667,1.11,10.0
3.83,26.12,0.35,21.73,1.97,17.48,4.1,22.0,0.39,28.95,0.74,25.14,7.39,38.67,1.05,19.42,14.43,26.64,2.52,33.73,7.29,15.38,14.43,2.52,10.0,1.0,4.0,8.0,4.0055,4.0803,7.34,7.29,2.0
0.7,29.38,5.04,23.88,6.44,44.6,0.78,21.0,3.03,31.38,1.21,17.64,15.32,28.48,0.82,24.83,1.63,14.14,9.01,17.38,4.83,20.8,15.32,9.01,10.0,1.0,4.0,7.0,4.4373,4.3125,3.7,1.63,1.0
7.15,7.57,0.42,26.32,0.32,35.44,11.65,19.63,6.58,32.4,13.23,34.7,7.24,25.46,9.07,44.49,0.51,32.42,2.95,18.25,0.15,23.11,11.65,6.58,8.0,3.0,4.0,4.0,5.3882,4.5703,8.1,2.95,2.0
6.33,28.95,23.46,37.59,5.25,19.23,1.07,30.05,25.82,15.18,9.66,45.36,0.62,18.05,0.94,23.67,20.57,26.53,4.49,36.51,6.71,10.32,25.82,23.46,7.0,4.0,3.0,3.0,9.5382,8.8829,6.9533,4.49,8.0
0.89,27.09,0.9,31.5,7.87,44.36,4.67,29.46,4.55,25.94,1.7,17.42,0.89,24.37,1.36,20.27,2.53,36.33,4.96,22.44,16.15,29.96,16.15,4.96,10.0,1.0,4.0,9.0,4.2245,4.339,4.0333,1.7,2.0
13.0,35.29,4.3,35.78,4.6,21.85,9.5,20.77,0.77,24.98,0.72,17.34,0.47,21.31,5.68,29.2,8.96,43.47,0.71,29.44,6.03,16.59,13.0,9.5,8.0,3.0,4.0,5.0,4.9764,4.014,6.43,4.3,4.0
5.62,27.85,1.05,37.1,0.91,34.39,4.5,39.22,0.71,27.52,0.8,30.27,2.3,31.17,1.02,24.84,2.25,23.07,2.45,26.77,1.83,18.69,5.62,2.45,10.0,1.0,5.0,9.0,2.1309,1.5287,2.86,1.83,5.0
8.45,40.41,12.75,21.4,3.15,17.87,5.05,28.76,1.1,35.98,0.79,33.06,12.06,34.45,9.2,15.68,0.59,24.35,0.92,27.44,5.05,36.87,12.75,12.06,8.0,3.0,4.0,4.0,5.3736,4.3732,6.9333,3.15,2.0
4.08,25.9,0.05,29.61,11.76,35.86,0.59,21.02,4.71,20.66,12.35,18.62,0.41,24.96,3.05,47.04,3.24,30.46,6.35,13.55,0.27,17.16,12.35,11.76,8.0,3.0,4.0,7.0,4.26,4.1641,4.2133,3.05,4.0
0.69,24.04,0.19,36.31,3.79,36.31,8.74,16.81,11.33,22.16,3.8,26.65,3.82,32.06,9.55,11.84,0.48,29.9,0.04,32.28,0.32,26.87,11.33,8.74,9.0,2.0,5.0,8.0,3.8864,3.9779,6.67,3.79,2.0
5.98,16.27,0.99,27.97,4.89,8.14,5.53,24.09,6.3,27.74,1.08,23.06,0.52,30.74,7.94,38.41,6.16,31.56,0.89,33.44,12.9,22.87,12.9,6.16,8.0,3.0,4.0,4.0,4.8345,3.6112,6.415,4.89,2.0
0.86,32.69,1.13,27.8,2.75,36.04,1.26,17.89,11.97,33.29,3.21,31.44,1.01,36.33,0.8,29.91,0.73,24.82,10.48,21.03,3.4,22.68,11.97,10.48,10.0,1.0,6.0,8.0,3.4182,3.8116,2.005,1.26,1.0
0.82,21.48,0.63,18.34,3.69,29.75,6.01,34.55,12.94,20.11,16.54,33.33,3.13,43.2,0.63,11.48,0.38,25.28,0.41,29.26,3.68,23.2,16.54,12.94,8.0,3.0,5.0,6.0,4.4418,5.2122,3.2567,0.63,3.0
0.68,18.03,0.59,20.81,3.05,31.26,0.91,24.25,0.84,30.38,1.72,22.27,3.07,37.72,2.99,25.72,1.1,27.45,0.69,14.29,0.49,40.23,3.05,0.84,9.0,2.0,7.0,9.0,1.4664,1.011,1.4167,0.49,6.0
0.17,35.56,11.63,33.63,8.85,21.74,0.64,28.19,5.2,10.7,2.07,36.46,0.99,17.38,0.36,24.87,0.32,32.48,2.59,29.46,1.27,45.23,11.63,8.85,8.0,3.0,6.0,6.0,3.0991,3.6832,2.4867,0.99,0.0
0.33,35.3,0.12,23.81,0.83,37.15,0.78,45.77,0.19,30.54,6.25,31.16,12.22,22.41,2.96,27.15,3.41,21.62,1.71,33.23,1.35,9.07,12.22,0.83,9.0,2.0,6.0,7.0,2.7409,3.4686,1.8467,0.78,4.0
3.88,31.03,7.65,12.66,7.32,45.32,0.63,36.66,0.64,33.42,12.46,21.62,0.51,23.2,9.14,35.27,0.44,30.27,0.81,26.43,3.54,27.65,12.46,9.14,9.0,2.0,5.0,7.0,4.2745,4.0386,7.485,7.32,2.0
5.76,30.54,12.42,35.44,0.72,28.8,0.01,35.66,14.7,19.64,2.09,45.78,0.06,24.05,0.64,27.15,5.09,23.43,2.69,36.47,7.36,11.67,14.7,12.42,9.0,2.0,4.0,5.0,4.6855,4.8114,4.0467,2.09,4.0
4.74,24.11,0.68,26.46,5.13,33.48,0.78,20.86,7.75,45.11,14.49,34.58,0.93,23.4,0.44,29.95,10.02,18.76,0.45,17.19,7.16,11.65,14.49,10.02,8.0,3.0,5.0,6.0,4.7791,4.488,6.68,5.13,3.0
0.41,35.41,5.38,27.71,14.66,33.22,0.87,26.67,13.34,19.55,0.67,22.9,2.71,41.47,0.87,30.71,4.36,32.83,3.02,20.25,6.39,9.55,14.66,13.34,8.0,3.0,4.0,6.0,4.7891,4.7479,4.04,2.71,3.0
0.59,25.25,0.62,31.65,13.44,26.34,2.83,27.59,3.28,36.4,0.78,30.49,3.63,24.0,1.61,34.05,0.62,28.78,4.28,20.26,3.83,30.44,13.44,1.61,11.0,0.0,4.0,10.0,3.2282,3.5065,3.78,3.28,2.0
9.27,44.17,0.7,31.21,4.81,28.22,0.56,35.38,3.28,19.32,9.68,12.29,14.77,28.93,2.52,24.56,0.58,27.45,0.66,24.05,3.59,34.32,14.77,2.52,8.0,3.0,4.0,7.0,4.5836,4.4862,7.41,3.28,1.0
0.02,29.89,11.17,31.22,4.44,21.77,10.79,19.11,0.28,21.34,3.97,29.69,7.0,13.78,0.02,25.08,6.12,36.24,0.66,17.73,4.04,18.22,11.17,10.79,9.0,2.0,4.0,7.0,4.41,3.885,5.72,4.04,4.0
0.78,26.48,3.48,22.26,11.9,34.83,1.24,28.65,3.13,32.29,1.83,18.78,1.54,23.79,6.82,14.85,16.79,24.44,0.97,35.51,4.21,35.98,16.79,11.9,9.0,2.0,3.0,7.0,4.79,4.9182,4.0433,1.83,0.0
1.21,30.5,7.98,8.61,6.54,24.66,6.03,19.98,1.0,26.15,7.71,37.56,1.31,22.89,14.75,30.58,1.29,17.88,17.11,22.67,7.43,16.73,17.11,14.75,9.0,2.0,4.0,4.0,6.5782,5.2016,7.7067,7.43,2.0
4.57,26.4,11.15,34.27,4.86,33.83,0.88,21.2,0.63,29.23,9.96,21.21,0.68,19.5,4.33,46.49,0.92,24.87,4.44,22.99,3.99,16.62,11.15,9.96,9.0,2.0,4.0,8.0,4.2191,3.4256,4.16,3.99,4.0
0.89,26.41,0.87,31.96,3.73,30.76,0.58,35.59,6.59,17.08,0.67,29.21,4.03,22.94,16.58,28.25,3.86,28.06,1.35,38.9,0.63,23.15,16.58,4.03,10.0,1.0,6.0,9.0,3.6164,4.5133,3.97,1.35,2.0
3.37,7.67,2.26,18.75,0.63,29.88,1.03,45.24,0.31,24.6,0.58,27.5,18.24,28.79,0.85,32.35,0.68,35.96,4.36,32.39,4.67,29.76,18.24,2.26,8.0,3.0,6.0,7.0,3.3618,4.9427,2.2,1.03,2.0
7.59,36.89,5.17,25.01,1.03,18.48,0.86,22.53,2.35,32.42,8.29,15.07,4.84,22.4,16.14,28.18,1.73,15.35,0.75,28.95,0.57,26.02,16.14,1.73,10.0,1.0,4.0,7.0,4.4836,4.5433,6.0767,2.35,2.0
15.91,42.23,21.42,35.99,13.14,26.3,9.77,36.51,1.04,29.39,0.75,21.62,1.3,26.45,13.68,15.9,5.19,5.4,1.03,16.73,23.59,14.83,23.59,21.42,7.0,4.0,4.0,4.0,9.7109,8.0775,11.5933,5.19,8.0
3.51,24.74,3.68,21.33,3.84,10.11,0.3,29.23,0.2,18.68,3.39,28.94,0.55,28.01,0.21,22.86,0.35,26.39,2.87,33.29,9.55,23.63,9.55,3.39,10.0,1.0,5.0,9.0,2.5864,2.6724,3.355,2.87,2.0
5.72,14.89,3.82,30.47,3.05,25.19,0.18,32.44,0.33,27.29,0.16,36.16,0.26,29.85,0.13,22.81,4.02,19.32,6.59,36.16,16.18,25.08,16.18,4.02,9.0,2.0,5.0,7.0,3.6764,4.5684,6.155,5.72,2.0
0.27,22.38,4.24,39.45,0.9,8.09,0.36,26.17,1.45,30.52,17.62,24.96,1.61,36.46,3.68,24.44,0.21,29.29,0.38,17.58,3.12,16.73,17.62,3.12,8.0,3.0,6.0,7.0,3.0764,4.8007,2.25,0.9,0.0
0.89,34.01,2.39,35.42,4.19,15.07,0.66,26.7,0.87,22.55,0.89,24.51,14.86,28.53,3.96,44.43,0.73,30.65,6.08,39.81,7.71,10.47,14.86,7.71,8.0,3.0,5.0,6.0,3.93,4.1516,5.135,4.19,0.0
0.75,35.22,0.21,27.18,11.15,22.5,12.95,35.24,1.14,30.5,1.62,16.88,4.33,25.3,3.85,33.67,4.49,28.82,0.78,25.19,1.02,44.91,12.95,11.15,9.0,2.0,5.0,7.0,3.8445,4.1489,2.1633,1.02,1.0
0.14,32.87,0.17,24.93,0.27,37.43,0.44,30.67,9.43,44.37,11.53,23.38,0.63,22.26,0.05,26.96,0.56,29.01,8.69,13.31,0.07,34.74,11.53,0.27,9.0,2.0,8.0,8.0,2.9073,4.3216,9.06,8.69,6.0
0.88,17.28,1.08,29.69,12.1,21.27,1.21,14.23,0.8,25.94,5.59,28.85,1.18,22.32,4.93,24.43,6.93,35.95,4.59,20.74,1.88,31.56,12.1,5.59,10.0,1.0,5.0,8.0,3.7427,3.3836,3.34,1.21,0.0
8.34,13.45,0.31,23.98,6.4,37.71,0.52,26.72,5.11,29.83,4.94,22.9,0.64,30.46,1.95,35.72,15.34,22.79,0.01,34.87,4.06,20.94,15.34,4.06,10.0,1.0,4.0,7.0,4.3291,4.3824,7.37,6.4,2.0
0.29,36.11,5.89,37.27,0.62,30.93,0.44,27.8,2.76,28.49,3.93,24.73,6.04,42.72,0.55,24.0,5.99,25.18,0.82,19.9,3.12,34.04,5.99,5.89,9.0,2.0,5.0,7.0,2.7682,2.2803,3.5967,0.82,6.0
0.0,17.13,3.48,33.95,0.12,30.21,0.55,22.59,6.33,6.27,6.94,13.66,0.9,25.75,14.67,30.93,5.66,20.13,5.08,28.06,7.63,42.67,14.67,6.94,8.0,3.0,4.0,4.0,4.6691,4.188,5.8133,3.48,2.0
0.39,23.1,0.49,26.97,7.5,17.87,7.26,40.24,0.54,30.78,3.72,31.55,0.49,35.66,2.93,36.28,4.42,24.59,3.85,27.93,13.51,27.19,13.51,4.42,9.0,2.0,4.0,8.0,4.1,3.8645,7.38,7.26,2.0
8.59,23.29,6.88,17.81,1.34,36.3,0.43,31.79,0.76,29.17,0.53,25.0,2.96,26.52,0.69,33.64,2.83,31.92,2.62,20.6,7.88,32.48,8.59,7.88,10.0,1.0,5.0,8.0,3.2282,2.947,3.6133,1.34,5.0
13.69,28.42,4.31,26.99,3.93,35.64,0.61,25.49,4.64,30.04,3.92,34.37,0.62,32.06,6.72,38.65,0.58,35.22,0.7,29.08,6.17,21.57,13.69,3.93,11.0,0.0,4.0,8.0,4.1718,3.7136,6.445,6.17,2.0
0.36,17.64,0.55,29.33,3.32,18.68,4.25,14.4,0.07,21.06,10.24,27.94,0.75,26.16,5.35,29.11,4.28,35.72,4.66,22.54,4.65,44.02,10.24,3.32,9.0,2.0,4.0,7.0,3.4982,2.8701,4.3933,4.25,2.0
0.62,17.64,4.04,17.65,0.62,22.3,0.16,26.06,3.34,37.11,2.2,31.79,3.66,12.6,0.5,30.06,6.7,32.19,2.54,43.34,3.23,22.83,6.7,4.04,8.0,3.0,4.0,7.0,2.51,1.8885,3.18,2.54,5.0
0.9,20.89,5.07,21.1,0.54,24.88,5.37,43.09,3.4,34.0,11.39,33.22,14.63,18.04,5.29,13.43,5.13,29.25,0.8,29.69,1.11,18.04,14.63,11.39,8.0,3.0,4.0,4.0,4.8755,4.3241,4.6867,3.4,1.0
9.2,34.93,1.09,31.34,4.07,19.12,4.85,10.12,0.4,36.14,3.84,31.91,0.95,27.43,3.98,26.91,1.14,44.01,0.36,23.76,9.35,25.7,9.35,9.2,8.0,3.0,5.0,6.0,3.5664,3.1117,3.3533,1.14,0.0
20.49,25.14,2.2,28.37,2.01,33.35,2.21,21.71,1.59,42.53,0.87,36.09,2.33,12.14,13.22,36.85,0.91,23.75,1.58,25.97,1.28,30.15,20.49,13.22,9.0,2.0,3.0,7.0,4.4264,6.0792,2.0433,1.59,7.0
9.42,11.47,0.53,33.69,0.18,36.63,13.35,24.17,8.3,34.43,13.04,33.95,0.6,26.37,5.63,25.66,5.65,41.77,0.46,23.03,7.08,17.62,13.35,13.04,8.0,3.0,4.0,4.0,5.84,4.7229,7.3833,5.65,3.0
5.4,26.08,13.36,17.4,3.78,16.55,0.5,21.04,0.58,26.55,13.09,33.44,1.86,44.09,1.3,32.4,3.77,8.86,0.3,17.75,0.24,29.16,13.36,13.09,9.0,2.0,5.0,6.0,4.0164,4.6313,2.31,1.3,4.0
0.87,35.6,11.55,34.76,4.7,24.11,0.85,28.55,4.91,37.94,0.41,32.61,5.02,7.37,0.06,24.01,6.01,15.38,14.02,17.03,3.14,33.71,14.02,11.55,8.0,3.0,4.0,7.0,4.6855,4.3433,5.3133,4.91,4.0
0.54,19.01,0.54,21.25,0.24,17.1,1.41,22.93,0.18,7.93,0.13,26.83,0.53,24.54,13.74,27.53,2.16,33.07,0.73,46.04,0.4,30.4,13.74,0.24,9.0,2.0,9.0,8.0,1.8727,3.7963,1.0233,0.18,0.0
2.77,34.72,0.26,32.92,11.21,22.62,0.23,24.44,0.82,28.76,6.15,40.16,4.19,29.7,8.4,14.51,10.74,34.75,1.13,17.87,0.27,35.45,11.21,10.74,8.0,3.0,5.0,6.0,4.1973,4.0785,7.275,6.15,2.0
0.12,20.42,9.91,32.68,0.17,28.56,0.26,24.78,3.73,28.48,4.27,21.85,6.47,18.02,0.11,33.59,11.02,23.14,4.61,39.57,2.9,29.91,11.02,9.91,10.0,1.0,4.0,7.0,3.9609,3.7034,5.1167,4.27,4.0
0.66,35.23,3.33,33.03,3.81,19.33,15.89,36.18,3.97,24.54,0.41,14.94,1.39,37.45,0.64,23.02,13.17,22.17,0.74,31.15,0.8,34.34,15.89,13.17,9.0,2.0,6.0,7.0,4.0736,5.1248,1.87,0.41,7.0
6.04,29.47,15.64,28.53,2.74,32.73,0.37,29.47,0.8,21.11,0.76,16.41,0.65,23.64,0.86,36.2,0.27,26.18,3.57,17.97,4.65,43.08,15.64,3.57,9.0,2.0,6.0,7.0,3.3045,4.3216,2.75,0.86,0.0
2.69,30.15,13.48,31.24,0.78,27.63,0.48,34.6,3.5,33.49,0.33,32.47,4.65,21.65,0.25,25.59,0.33,29.53,0.26,35.7,2.1,37.59,13.48,3.5,11.0,0.0,6.0,10.0,2.6227,3.7264,2.3367,0.26,0.0
0.66,23.4,7.24,10.31,5.95,28.73,6.51,33.47,0.79,31.4,0.47,27.75,3.06,42.4,0.6,35.71,5.75,24.49,4.2,19.7,19.97,27.13,19.97,5.75,8.0,3.0,4.0,4.0,5.0182,5.3403,4.8333,3.06,2.0
0.45,29.24,0.74,17.61,11.07,35.47,1.15,26.44,5.28,20.86,8.39,16.17,1.03,20.36,4.5,24.76,4.76,43.17,3.45,31.15,1.62,15.11,11.07,8.39,9.0,2.0,4.0,7.0,3.8582,3.2703,3.2767,1.62,5.0
4.35,28.64,8.64,41.35,0.47,22.67,0.46,26.11,0.23,31.3,9.76,33.29,0.15,33.32,0.41,36.46,10.11,24.75,0.58,28.78,7.93,17.9,10.11,9.76,9.0,2.0,6.0,7.0,3.9173,4.1137,8.285,7.93,4.0
0.4,34.8,1.36,23.09,5.28,19.6,0.67,36.03,6.44,16.92,0.65,32.68,13.49,20.62,0.77,24.84,0.68,29.84,8.69,8.89,13.9,33.8,13.9,13.49,9.0,2.0,6.0,6.0,4.7573,5.0004,6.8033,5.28,0.0
0.06,31.29,0.02,21.46,3.96,29.73,8.33,44.75,6.22,8.71,5.72,36.78,4.13,25.48,0.13,24.05,18.68,26.9,4.88,21.48,0.26,27.71,18.68,5.72,8.0,3.0,4.0,7.0,4.7627,5.1949,7.275,6.22,2.0
0.86,35.3,14.98,25.25,0.99,29.08,6.76,35.17,0.95,31.68,2.3,39.45,2.42,26.64,1.18,11.96,4.68,28.56,0.69,24.59,4.41,33.48,14.98,6.76,10.0,1.0,5.0,8.0,3.6564,4.0455,1.74,1.18,0.0
4.76,29.41,0.58,31.84,6.17,22.99,0.41,23.98,8.8,10.03,0.41,28.75,0.45,35.49,14.0,28.28,1.66,36.92,3.89,33.99,7.59,41.32,14.0,1.66,9.0,2.0,4.0,7.0,4.4291,4.2077,7.52,6.17,2.0
1.66,39.34,9.88,34.65,0.6,27.85,0.63,31.1,0.42,34.85,2.12,21.84,0.64,24.46,5.11,26.87,4.25,14.46,5.67,30.82,14.96,22.31,14.96,9.88,10.0,1.0,4.0,6.0,4.1764,4.4156,2.6767,1.66,1.0
8.2,45.25,0.65,26.31,5.52,34.78,5.45,22.08,0.45,17.55,0.31,23.12,4.45,26.88,14.14,19.16,6.94,9.78,0.66,21.01,0.81,29.76,14.14,5.52,8.0,3.0,5.0,6.0,4.3255,4.1705,7.57,6.94,2.0
0.35,34.45,3.48,24.14,4.22,36.57,0.22,29.4,3.6,11.07,11.63,19.6,16.38,32.2,1.13,20.97,0.54,32.22,4.39,31.26,0.05,25.41,16.38,11.63,9.0,2.0,5.0,8.0,4.1809,5.0016,3.91,3.6,2.0
