defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,receiver_alignment,offensive_formation,possessionTeamScoreDiff,quarter,down,yards_to_go,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,max_cb_depth,avg_defender_to_deepest_safety_depth,defender_lateral_spread,std_lb_depth,lb_lateral_spread,avg_lb_depth,min_lb_depth,max_lb_depth,std_db_depth,avg_db_depth,safety_lateral_spread,std_safety_depth,avg_safety_depth,safety_depth_diff,mof_open,man_zone,target_y
4.24,21.25,0.14,18.12,0.04,21.86,3.34,11.28,0.56,25.23,5.28,45.26,2.55,34.59,14.65,15.99,13.99,36.36,3.95,29.05,0.25,29.7,1.0,0.0,1.0,4.0,1.0,3.0,14.65,13.99,7.0,4.0,4.0,6.0,4.4536,4.9697,3.7233,2.55,5.28,10.1964,33.98,1.9531,11.58,2.145,0.14,4.24,5.2709,7.962,20.37,0.33,14.32,0.66,1.0,1.0,2.0
0.69,21.74,1.01,27.98,5.96,19.79,1.58,26.46,5.03,15.91,0.52,17.65,0.66,24.96,4.31,33.83,8.14,28.0,0.69,29.74,2.34,23.06,0.0,5.0,1.0,3.0,1.0,2.0,8.14,5.96,10.0,1.0,5.0,7.0,2.8118,2.5107,4.67,4.31,5.03,5.3282,17.92,0.7313,12.09,1.2825,0.52,2.34,1.4405,5.86,8.21,1.09,7.05,2.18,0.0,2.0,5.0
0.89,18.0,0.76,25.55,16.65,29.66,5.84,29.55,2.37,22.03,0.8,14.92,0.74,22.13,10.99,16.6,0.52,28.47,3.16,28.25,5.68,36.1,1.0,0.0,1.0,2.0,1.0,3.0,16.65,10.99,10.0,1.0,5.0,7.0,4.4,4.9529,3.24,0.8,5.68,12.25,21.18,1.485,7.52,3.79,2.37,5.84,5.9132,8.53,13.06,2.83,13.82,5.66,1.0,1.0,1.0
0.9,27.08,0.94,31.98,1.62,10.26,13.42,33.75,3.14,32.25,0.82,35.23,0.53,30.14,1.12,42.76,10.63,19.07,0.55,23.22,3.48,28.27,0.0,0.0,1.0,3.0,1.0,3.0,13.42,10.63,8.0,3.0,6.0,7.0,3.3773,4.2257,1.37,1.12,1.62,10.0427,32.5,1.3214,12.01,1.9975,0.55,3.48,5.4209,6.6975,14.68,1.395,12.025,2.79,1.0,1.0,2.0
5.83,40.91,6.38,38.48,3.29,26.93,4.75,31.37,0.34,32.73,3.72,18.2,7.27,12.05,0.91,22.83,0.53,28.74,0.4,36.43,13.54,20.48,0.0,0.0,-1.0,1.0,2.0,2.0,13.54,6.38,8.0,3.0,4.0,6.0,4.2691,3.802,5.6067,3.72,7.27,9.2709,28.86,1.7691,13.6,2.3375,0.4,4.75,3.3091,7.348,18.0,3.58,9.96,7.16,0.0,0.0,0.0
11.87,23.89,10.68,37.1,0.94,23.32,7.84,10.8,2.89,30.88,0.56,35.41,0.88,29.75,3.29,37.59,0.69,26.94,2.26,22.58,5.98,44.26,0.0,0.0,-2.0,2.0,2.0,2.0,11.87,10.68,9.0,2.0,4.0,7.0,4.3527,3.9371,5.36,2.26,7.84,7.5173,33.46,0.9835,7.56,1.5067,0.69,2.89,3.5411,6.9867,13.7,3.7954,8.6133,1.19,1.0,1.0,4.0
1.17,22.52,5.9,25.7,4.85,30.86,0.77,19.04,1.69,15.11,4.79,20.66,11.97,19.18,11.37,32.99,1.72,36.4,1.06,25.84,1.23,28.67,1.0,0.0,0.0,1.0,1.0,3.0,11.97,11.37,10.0,1.0,4.0,7.0,4.2291,3.9023,2.7533,1.69,4.85,7.7409,21.29,2.2136,9.63,3.1725,0.77,5.9,4.5207,6.32,13.81,0.3,11.67,0.6,1.0,1.0,1.0
0.67,31.4,3.49,30.53,0.25,17.61,0.32,28.56,8.17,21.02,0.59,24.38,4.99,14.75,10.01,30.02,0.71,22.35,0.77,20.56,6.95,35.13,1.0,0.0,1.0,2.0,3.0,1.0,10.01,8.17,10.0,1.0,6.0,8.0,3.3564,3.444,5.1433,3.49,6.95,6.6536,20.38,0.03,1.79,0.74,0.71,0.77,2.2981,6.722,9.0,0.92,9.09,1.84,0.0,1.0,2.0
0.52,22.34,7.46,13.86,8.42,39.37,0.75,26.37,0.85,18.9,4.4,21.34,5.65,36.02,0.41,29.36,14.29,32.04,13.78,19.18,4.92,26.8,1.0,0.0,-3.0,3.0,1.0,3.0,14.29,13.78,9.0,2.0,4.0,6.0,5.5864,4.8107,7.1767,5.65,8.42,8.7036,25.51,2.0293,10.46,2.645,0.41,4.92,3.4794,9.92,12.86,0.255,14.035,0.51,1.0,1.0,4.0
0.69,24.84,5.05,28.41,4.01,23.81,14.19,35.02,20.46,24.47,1.2,43.86,0.72,31.89,0.85,10.27,0.58,29.21,1.07,33.96,4.04,31.66,0.0,0.0,-2.0,3.0,2.0,1.0,20.46,14.19,9.0,2.0,6.0,6.0,4.8055,6.2413,2.43,0.85,4.01,15.6545,33.59,0.505,3.25,4.545,4.04,5.05,7.8326,8.142,19.39,8.0208,11.95,6.27,1.0,1.0,1.0
13.78,36.7,2.28,20.33,2.37,32.64,0.3,28.78,0.57,24.57,0.12,36.04,4.76,24.36,0.77,41.37,0.08,22.37,13.99,22.43,8.6,16.0,1.0,0.0,-1.0,3.0,3.0,3.0,13.99,13.78,9.0,2.0,5.0,7.0,4.3291,5.1161,4.1025,0.77,8.6,9.6609,25.37,0.9846,10.27,1.0067,0.08,2.37,5.2075,7.3633,14.27,0.105,13.885,0.21,1.0,1.0,4.0
11.53,17.59,0.2,21.71,5.82,27.25,0.8,43.68,5.98,8.72,0.28,29.58,5.06,21.23,0.05,18.27,0.42,24.97,0.44,34.99,12.67,35.53,1.0,0.0,1.0,3.0,2.0,2.0,12.67,11.53,7.0,4.0,6.0,4.0,3.9318,4.47,2.4067,0.44,5.98,8.7382,34.96,0.38,6.02,5.44,5.06,5.82,5.1502,6.284,17.94,0.57,12.1,1.14,1.0,1.0,1.0
6.68,17.59,0.61,33.31,0.34,23.19,0.36,34.83,16.45,33.21,4.05,24.11,0.42,27.24,13.66,24.04,5.85,30.09,8.62,38.14,4.32,34.39,0.0,0.0,1.0,2.0,3.0,3.0,16.45,4.05,10.0,1.0,4.0,6.0,5.5782,5.2564,8.32,4.32,13.66,10.8718,20.55,2.755,6.9,3.095,0.34,5.85,4.6394,8.9633,9.1,6.2,10.25,12.4,0.0,1.0,2.0
0.2,29.34,14.48,30.1,4.15,25.55,7.59,44.79,0.13,21.57,5.54,20.74,2.89,36.45,0.34,25.08,1.05,31.59,6.85,15.81,0.01,18.72,1.0,0.0,1.0,1.0,2.0,2.0,14.48,5.54,9.0,2.0,5.0,6.0,3.93,4.2837,7.22,6.85,7.59,10.55,28.98,1.6087,17.73,1.66,0.01,4.15,3.4648,8.615,9.36,4.47,10.01,8.94,0.0,1.0,2.0
5.79,26.0,0.29,24.48,0.46,31.54,7.49,38.0,3.65,31.04,0.47,35.4,0.56,26.95,1.21,11.21,11.32,18.63,3.77,18.38,0.95,43.1,1.0,0.0,-2.0,2.0,2.0,1.0,11.32,7.49,7.0,4.0,6.0,5.0,3.2691,3.4502,1.08,0.95,1.21,8.0509,31.89,2.1857,9.4,3.3033,0.47,5.79,3.96,4.948,19.62,3.0824,7.5267,3.83,0.0,2.0,5.0
0.92,26.31,12.04,34.81,1.56,32.9,0.81,23.96,1.12,31.31,11.41,20.35,3.45,26.76,7.74,10.21,2.58,43.64,0.73,36.67,2.5,20.68,1.0,0.0,1.0,2.0,2.0,3.0,12.04,11.41,9.0,2.0,4.0,7.0,4.0782,4.0748,4.2733,2.5,7.74,7.9618,33.43,1.0954,12.71,1.6375,0.73,3.45,4.1197,7.254,14.46,0.315,11.725,0.63,1.0,1.0,4.0
6.33,40.54,8.67,36.13,3.88,27.14,4.31,33.29,0.55,36.47,0.6,32.14,0.75,28.94,1.73,19.82,7.21,10.89,0.75,24.28,13.47,20.8,0.0,1.0,1.0,3.0,1.0,3.0,13.47,8.67,8.0,3.0,4.0,6.0,4.3864,3.9935,5.09,1.73,7.21,9.0836,29.65,1.7306,12.19,2.3725,0.55,4.31,3.7882,7.482,15.33,2.4,11.07,4.8,0.0,1.0,2.0
6.01,9.06,11.65,32.97,4.7,22.69,4.9,27.93,0.32,36.84,0.83,32.64,5.46,16.53,0.55,29.99,4.93,37.57,0.44,23.01,13.44,16.11,4.0,2.0,1.0,3.0,3.0,3.0,13.44,11.65,8.0,3.0,4.0,7.0,4.8391,4.2254,5.4667,4.93,6.01,8.6009,28.51,2.2115,14.15,2.59,0.32,4.9,3.5301,8.298,16.86,0.895,12.545,1.79,1.0,1.0,1.0
1.3,38.04,9.75,34.24,0.61,25.93,0.64,23.48,2.58,17.16,0.38,30.62,2.38,31.37,1.2,8.02,6.12,26.27,0.52,35.36,14.46,21.63,1.0,0.0,-1.0,4.0,3.0,3.0,14.46,9.75,9.0,2.0,6.0,6.0,3.6309,4.4029,1.6933,1.2,2.58,10.8291,30.02,1.87,5.1,4.25,2.38,6.12,5.3359,5.858,12.61,2.355,12.105,4.71,0.0,0.0,0.0
3.32,43.84,2.38,17.76,0.09,22.93,0.14,19.14,0.19,25.22,3.21,33.2,3.84,24.04,1.22,14.82,3.86,18.29,0.01,28.74,14.31,30.84,0.0,0.0,1.0,4.0,2.0,1.0,14.31,2.38,10.0,1.0,5.0,9.0,2.9609,3.8909,2.5833,1.22,3.32,11.3491,29.02,0.01,5.75,3.85,3.84,3.86,4.7706,4.888,13.08,5.965,8.345,11.93,0.0,1.0,2.0
0.71,29.59,8.73,10.55,14.54,22.32,10.45,40.58,9.82,44.52,1.15,23.93,6.02,15.07,25.47,33.68,12.55,32.97,24.02,15.57,1.22,17.75,3.0,2.0,1.0,4.0,1.0,3.0,25.47,24.02,8.0,3.0,3.0,3.0,10.4255,8.0927,8.7633,6.02,10.45,15.0445,33.97,0.0,0.0,8.73,8.73,8.73,6.8109,14.6957,18.11,5.6673,19.145,1.45,1.0,1.0,1.0
0.64,24.68,0.69,21.34,7.03,27.23,0.41,18.68,3.52,21.79,4.17,13.06,1.67,34.02,2.0,16.32,0.66,28.31,2.58,35.2,3.67,26.02,0.0,0.0,-1.0,2.0,1.0,1.0,7.03,2.0,8.0,3.0,4.0,7.0,2.4582,1.9338,2.8067,1.67,4.17,4.5718,22.14,0.075,4.23,3.595,3.52,3.67,1.9675,3.49,10.91,2.515,4.515,5.03,0.0,1.0,2.0
0.77,23.75,0.66,21.07,12.33,29.36,12.28,18.47,0.69,17.46,0.82,26.35,3.9,21.82,6.38,35.36,3.59,25.29,0.9,30.28,2.18,13.74,2.0,3.0,-1.0,1.0,2.0,3.0,12.33,12.28,10.0,1.0,5.0,8.0,4.0455,4.257,4.28,2.18,6.38,8.2845,21.62,1.4809,12.82,2.27,0.69,3.9,4.2785,8.2925,10.89,0.025,12.305,0.05,1.0,1.0,3.0
0.78,32.81,0.58,24.43,7.53,33.92,11.98,25.09,4.83,28.79,0.75,29.87,4.28,19.97,0.81,35.52,0.65,27.38,7.15,39.82,6.57,11.66,0.0,0.0,-2.0,3.0,2.0,3.0,11.98,7.53,9.0,2.0,5.0,7.0,4.1736,3.6573,6.86,6.57,7.15,7.8064,28.16,1.9515,11.09,2.0733,0.58,4.83,2.5071,7.502,13.95,3.1562,7.93,4.45,0.0,1.0,1.0
0.83,21.79,3.63,19.85,3.38,27.75,1.94,35.34,1.42,9.13,0.49,17.53,0.49,25.49,12.14,41.87,16.03,26.01,0.32,29.06,3.16,23.7,0.0,1.0,-1.0,3.0,1.0,3.0,16.03,3.63,8.0,3.0,5.0,7.0,3.9845,4.9666,5.1667,1.42,12.14,12.0455,32.74,1.4359,11.53,1.8375,0.32,3.38,5.9338,7.032,6.16,6.2,9.83,12.4,0.0,1.0,1.0
8.85,29.28,0.68,32.71,6.87,16.67,8.2,27.36,0.7,35.54,13.92,31.54,9.71,10.19,0.61,29.01,14.59,17.96,0.19,23.71,7.64,39.91,1.0,0.0,1.0,4.0,2.0,3.0,14.59,13.92,7.0,4.0,4.0,4.0,6.5418,5.0691,8.105,6.87,9.71,8.0482,29.72,4.33,5.57,4.52,0.19,8.85,3.0271,10.155,13.58,0.335,14.255,0.67,1.0,1.0,4.0
0.99,28.07,12.33,25.72,0.8,32.75,1.07,23.71,8.21,20.06,4.46,20.78,6.45,17.08,4.87,26.48,1.05,19.7,4.78,35.99,1.06,42.49,0.0,0.0,1.0,4.0,3.0,1.0,12.33,8.21,10.0,1.0,5.0,7.0,4.1882,3.5616,4.0967,1.06,6.45,8.1418,25.41,1.8777,13.05,2.795,0.8,4.87,3.7268,6.566,5.66,2.06,10.27,4.12,0.0,0.0,0.0
0.44,28.63,0.03,34.77,4.49,27.52,5.95,14.21,3.28,40.5,14.09,20.18,4.96,31.53,0.41,32.28,14.33,36.11,0.39,24.58,5.53,22.11,0.0,0.0,0.0,1.0,2.0,3.0,14.33,14.09,9.0,2.0,4.0,6.0,4.9,4.8784,4.92,3.28,5.95,9.43,26.29,2.0525,6.95,3.28,0.39,4.96,4.6415,8.636,15.93,0.12,14.21,0.24,1.0,1.0,1.0
4.27,26.3,0.23,17.0,13.67,31.27,0.22,21.06,4.47,34.06,8.85,18.11,3.8,42.8,0.67,24.87,4.54,23.06,0.96,8.61,0.55,29.15,0.0,0.0,0.0,1.0,2.0,1.0,13.67,8.85,8.0,3.0,5.0,6.0,3.8391,4.0239,2.38,0.96,3.8,9.8309,34.19,0.1144,11.0,4.4267,4.27,4.54,4.8606,6.82,13.16,2.41,11.26,4.82,0.0,1.0,2.0
0.46,28.72,16.66,25.42,0.41,25.88,8.36,36.57,0.84,30.91,0.39,22.02,4.66,24.38,4.51,34.64,3.09,19.93,1.75,9.01,0.46,17.77,1.0,0.0,0.0,2.0,1.0,3.0,16.66,0.84,8.0,3.0,5.0,7.0,3.7809,4.732,4.8733,1.75,8.36,12.8791,27.56,0.785,4.45,3.875,3.09,4.66,5.7483,6.424,5.49,7.91,8.75,15.82,0.0,1.0,2.0
2.79,27.85,3.14,10.05,4.14,30.07,0.79,19.27,0.98,34.8,0.96,26.13,11.95,33.42,0.66,29.07,5.55,39.61,11.31,19.07,0.46,32.23,1.0,0.0,1.0,2.0,1.0,3.0,11.95,11.31,8.0,3.0,5.0,6.0,3.8845,3.9712,3.16,0.79,5.55,8.0655,29.56,0.675,2.22,3.465,2.79,4.14,4.4187,6.548,14.35,0.32,11.63,0.64,1.0,1.0,2.0
0.5,32.01,3.07,31.89,0.32,23.52,6.79,40.95,4.79,17.21,0.07,29.34,0.19,36.84,6.51,10.88,14.79,27.5,3.04,27.39,3.21,36.3,0.0,0.0,0.0,1.0,1.0,3.0,14.79,6.51,8.0,3.0,4.0,7.0,3.9345,4.1478,5.79,4.79,6.79,10.8555,30.07,1.3506,9.45,2.1,0.19,3.07,3.9995,7.218,25.42,4.8711,8.17,8.28,0.0,0.0,0.0
0.6,24.03,0.04,20.66,7.22,13.64,7.76,33.26,11.45,20.48,4.62,26.35,0.65,28.01,8.9,31.77,0.4,34.29,3.94,30.7,3.83,18.05,1.0,0.0,-1.0,1.0,2.0,3.0,11.45,8.9,10.0,1.0,4.0,7.0,4.4918,3.7319,6.27,3.83,7.76,6.9582,20.65,2.0794,13.63,1.6867,0.04,4.62,2.6848,7.1833,11.29,3.1181,8.0967,2.55,0.0,1.0,2.0
0.7,26.92,0.6,18.97,7.39,37.94,1.66,22.82,1.51,24.95,0.81,21.28,6.33,15.56,7.11,21.02,0.77,30.35,15.88,27.56,3.77,33.21,1.0,0.0,0.0,3.0,1.0,3.0,15.88,7.11,9.0,2.0,4.0,6.0,4.23,4.4917,5.83,3.77,7.39,11.65,22.38,0.429,7.53,1.16,0.7,1.66,4.0962,8.096,6.54,4.385,11.495,8.77,0.0,1.0,2.0
0.68,28.38,7.31,10.05,7.59,37.08,3.38,26.35,4.36,17.35,0.65,35.57,0.49,31.89,6.12,44.81,19.24,25.28,0.28,23.74,4.21,31.43,0.0,0.0,0.0,1.0,3.0,2.0,19.24,7.59,8.0,3.0,4.0,6.0,4.9373,5.2214,5.93,4.36,7.31,14.3027,34.76,1.6957,11.83,2.13,0.28,4.21,5.282,8.924,11.8,5.825,13.415,11.65,0.0,0.0,0.0
0.27,21.99,3.85,26.11,7.59,40.74,0.69,34.83,5.48,12.31,12.77,22.91,6.49,18.51,4.29,32.21,0.59,27.28,0.56,30.42,11.56,33.98,3.0,2.0,0.0,1.0,1.0,3.0,12.77,11.56,8.0,3.0,4.0,6.0,4.9218,4.2043,6.535,5.48,7.59,7.8482,28.43,1.8003,10.22,2.8033,0.27,4.29,2.8705,8.778,15.47,2.7204,10.2733,1.21,1.0,1.0,4.0
0.73,36.99,13.1,32.05,0.97,32.76,1.28,28.71,5.47,32.63,1.05,16.05,1.97,35.6,0.48,24.17,2.14,24.27,18.39,16.97,1.29,8.87,1.0,0.0,0.0,3.0,3.0,2.0,18.39,13.1,8.0,3.0,6.0,6.0,4.2609,5.6776,1.6125,1.05,2.14,14.1291,28.12,2.1168,8.28,2.4933,0.73,5.47,6.845,6.3233,15.08,2.645,15.745,5.29,1.0,0.0,5.0
2.49,31.97,6.99,17.34,0.89,28.02,7.9,29.82,3.14,38.49,1.13,24.31,0.83,34.25,0.71,30.27,0.93,26.23,1.65,36.01,2.28,10.93,3.0,2.0,1.0,2.0,3.0,1.0,7.9,6.99,9.0,2.0,5.0,8.0,2.6309,2.3977,2.71,2.28,3.14,5.2691,27.56,0.6698,9.94,1.345,0.83,2.49,2.5535,4.392,18.67,2.7569,5.5133,0.91,0.0,0.0,5.0
5.76,24.77,0.49,21.29,8.03,34.81,7.07,18.14,0.59,30.54,13.79,19.47,8.82,10.28,0.53,26.38,12.37,29.46,0.34,18.12,6.66,43.09,0.0,0.0,1.0,2.0,2.0,1.0,13.79,12.37,8.0,3.0,4.0,4.0,5.8591,4.6352,7.645,6.66,8.82,7.9309,32.81,2.71,6.65,3.05,0.34,5.76,2.684,9.4567,9.99,0.71,13.08,1.42,1.0,1.0,2.0
1.75,46.01,2.0,39.7,1.46,20.38,4.37,17.5,0.15,23.9,0.18,29.83,7.89,24.35,0.31,26.9,0.33,33.41,2.29,31.23,2.68,26.27,0.0,0.0,-1.0,3.0,3.0,1.0,7.89,2.0,8.0,3.0,5.0,7.0,2.1282,2.2035,2.5267,1.46,4.37,5.7618,28.51,0.195,4.96,2.485,2.29,2.68,2.4291,3.494,15.35,2.945,4.945,5.89,0.0,2.0,5.0
12.53,32.84,0.67,27.49,5.97,19.41,1.33,8.38,0.75,24.87,4.93,24.1,0.43,20.54,1.07,43.26,0.53,32.51,17.44,19.29,0.48,30.15,1.0,0.0,-1.0,2.0,1.0,3.0,17.44,12.53,9.0,2.0,7.0,6.0,4.1936,5.496,2.79,1.07,5.97,13.2464,34.88,2.2,8.41,2.73,0.53,4.93,6.4143,7.668,13.55,2.455,14.985,4.91,1.0,1.0,3.0
13.71,35.47,0.8,23.49,0.67,26.52,4.92,29.34,11.19,20.25,5.23,35.21,8.18,14.04,0.8,18.78,5.06,42.77,0.72,29.5,0.76,21.29,1.0,0.0,-1.0,3.0,2.0,2.0,13.71,11.19,8.0,3.0,5.0,6.0,4.7309,4.4095,6.62,5.06,8.18,8.9791,28.73,2.0192,16.43,3.65,0.8,5.23,3.2416,9.535,15.22,1.26,12.45,2.52,1.0,1.0,3.0
4.29,28.28,0.46,21.65,8.01,10.81,12.27,23.81,4.75,24.49,0.86,26.75,3.11,33.09,6.3,36.65,0.41,28.95,0.57,17.75,0.75,31.94,0.0,1.0,0.0,3.0,2.0,2.0,12.27,3.11,10.0,1.0,5.0,8.0,3.7982,3.6725,7.155,6.3,8.01,8.4718,25.84,1.9231,6.63,3.1667,0.46,4.75,4.0315,6.052,15.34,5.0249,5.3167,9.16,0.0,1.0,2.0
14.48,29.67,0.38,32.08,0.95,39.44,4.52,28.91,0.78,35.2,2.99,29.23,0.4,24.51,2.75,32.68,1.3,21.59,6.46,16.26,0.33,27.17,1.0,0.0,2.0,4.0,3.0,1.0,14.48,1.3,10.0,1.0,6.0,9.0,3.2127,4.0273,3.9767,0.95,6.46,11.2673,23.18,1.1685,8.17,2.0467,0.4,2.99,4.9164,5.542,8.08,6.59,7.89,13.18,0.0,0.0,0.0
0.54,26.14,0.03,23.87,0.69,18.08,6.05,42.87,0.37,29.07,4.51,34.04,17.77,25.42,1.43,14.29,3.01,24.45,0.84,8.63,0.44,21.71,0.0,0.0,1.0,4.0,3.0,1.0,17.77,4.51,8.0,3.0,7.0,7.0,3.2436,4.9533,2.7733,0.84,6.05,14.5264,34.24,1.32,4.62,1.69,0.37,3.01,6.135,6.12,8.62,6.63,11.14,13.26,0.0,0.0,0.0
0.7,23.53,5.05,30.25,10.51,34.12,0.62,27.37,0.83,30.9,13.25,23.61,7.04,40.0,0.62,35.38,5.09,26.66,2.18,35.02,7.24,18.27,0.0,1.0,-1.0,1.0,2.0,3.0,13.25,10.51,9.0,2.0,4.0,5.0,4.83,4.1505,5.4867,2.18,7.24,8.42,21.73,0.02,3.59,5.07,5.05,5.09,3.7209,8.044,10.51,1.37,11.88,2.74,1.0,1.0,3.0
15.43,24.44,0.66,35.48,6.79,38.25,0.29,29.42,6.33,29.94,0.7,21.47,3.62,19.67,4.49,24.65,0.58,18.63,1.3,13.52,0.72,25.27,2.0,0.0,0.0,2.0,2.0,3.0,15.43,6.33,8.0,3.0,6.0,6.0,3.7191,4.3582,2.9167,0.66,6.79,11.7109,24.73,0.435,4.98,4.055,3.62,4.49,5.2955,6.102,5.5,4.55,10.88,9.1,0.0,1.0,2.0
2.65,18.58,0.49,10.96,4.59,23.59,0.31,19.1,0.99,26.82,0.48,21.57,1.01,32.8,0.78,23.78,0.85,29.7,9.17,29.65,13.43,19.37,0.0,0.0,-1.0,4.0,2.0,2.0,13.43,9.17,10.0,1.0,7.0,8.0,3.1591,4.1194,1.3833,0.49,2.65,10.2709,21.84,1.9031,10.6,1.9167,0.31,4.59,5.0916,5.35,10.28,2.13,11.3,4.26,0.0,1.0,1.0
0.66,24.4,0.75,21.98,12.83,34.15,0.65,29.14,1.16,26.44,13.01,19.06,4.3,21.22,0.84,41.93,4.19,25.6,0.76,18.39,0.3,16.31,2.0,3.0,1.0,2.0,1.0,3.0,13.01,12.83,9.0,2.0,7.0,8.0,3.5864,4.5981,0.57,0.3,0.84,9.4236,25.62,1.7709,10.75,2.475,0.65,4.3,6.1783,6.745,15.09,0.09,12.92,0.18,1.0,1.0,3.0
0.8,32.41,0.35,24.35,7.85,9.6,6.96,42.72,13.85,34.66,5.75,26.84,2.23,31.34,0.61,28.42,0.29,35.65,14.66,23.85,4.48,20.4,1.0,0.0,1.0,2.0,1.0,3.0,14.66,13.85,9.0,2.0,4.0,6.0,5.2573,4.9736,6.43,4.48,7.85,9.4027,33.12,0.9007,11.3,0.9567,0.29,2.23,3.9158,8.925,10.81,4.0229,11.42,0.81,1.0,1.0,2.0
0.58,34.07,4.31,28.15,10.3,24.63,4.1,31.99,3.65,38.55,0.64,30.85,7.93,20.54,0.73,27.51,3.9,25.11,0.55,23.54,15.0,34.15,0.0,1.0,-1.0,3.0,1.0,3.0,15.0,10.3,11.0,0.0,4.0,8.0,4.6991,4.4372,5.79,3.65,7.93,10.3009,18.01,0.1674,6.88,4.1033,3.9,4.31,4.1007,9.22,9.52,2.35,12.65,4.7,1.0,1.0,3.0
0.33,23.4,4.4,27.78,0.34,27.48,0.75,34.36,1.49,18.89,4.63,20.16,2.65,24.3,0.29,32.06,0.47,43.14,0.55,21.43,10.32,37.31,0.0,0.0,-1.0,3.0,1.0,3.0,10.32,1.49,9.0,2.0,7.0,9.0,2.3836,2.9455,1.95,0.47,4.63,7.9364,24.25,1.684,7.76,2.4467,0.29,4.4,3.7032,3.532,18.42,4.415,5.905,8.83,0.0,0.0,0.0
3.82,28.91,0.76,29.8,8.01,12.76,2.55,20.52,0.41,36.79,1.21,26.53,14.11,23.48,0.71,32.31,10.01,34.12,3.19,32.2,5.04,38.43,0.0,1.0,1.0,2.0,2.0,2.0,14.11,10.01,10.0,1.0,4.0,7.0,4.5291,4.2341,5.2,2.55,8.01,9.5809,25.67,0.315,3.29,3.505,3.19,3.82,3.9955,7.944,10.64,2.05,12.06,4.1,1.0,1.0,2.0
0.25,28.21,0.37,34.66,2.7,36.81,0.54,24.24,3.43,27.2,1.48,20.21,1.8,41.86,0.53,31.43,1.32,11.75,15.81,28.39,2.47,31.22,0.0,0.0,1.0,2.0,2.0,3.0,15.81,2.7,9.0,2.0,6.0,8.0,2.7909,4.2359,1.5333,1.32,1.8,13.0191,30.11,1.2018,6.98,2.1467,0.54,3.43,5.6143,4.622,8.42,6.555,9.255,13.11,0.0,0.0,0.0
1.06,18.72,1.06,16.41,1.03,21.25,1.82,42.28,1.33,29.28,5.84,21.95,1.6,23.33,4.74,24.22,0.82,33.02,1.44,8.75,1.06,26.2,0.0,0.0,-1.0,3.0,2.0,1.0,5.84,1.06,9.0,2.0,7.0,8.0,1.9818,1.6008,1.36,0.82,1.82,3.8582,33.53,1.705,5.06,3.035,1.33,4.74,1.8534,2.196,5.54,2.39,3.45,4.78,0.0,0.0,0.0
0.58,37.67,13.25,19.24,14.37,34.94,0.55,28.72,0.47,32.27,3.88,37.11,4.92,30.44,3.75,22.19,2.92,40.1,0.4,24.19,1.78,16.02,0.0,0.0,1.0,2.0,2.0,3.0,14.37,13.25,8.0,3.0,4.0,7.0,4.2609,4.7519,2.8167,1.78,3.75,10.1091,24.08,1.8501,7.23,3.1267,0.58,4.92,5.4334,7.214,15.7,0.56,13.81,1.12,1.0,1.0,2.0
4.41,30.98,0.28,29.26,11.13,22.78,0.57,24.91,0.78,32.98,8.07,15.24,0.49,35.73,3.7,27.82,1.26,20.81,2.31,40.48,13.84,30.77,1.0,0.0,-1.0,2.0,2.0,3.0,13.84,11.13,9.0,2.0,5.0,7.0,4.2582,4.4965,3.88,1.26,8.07,9.5818,25.24,1.6682,6.07,2.8933,0.57,4.41,4.887,7.322,7.99,1.355,12.485,2.71,1.0,1.0,2.0
3.92,27.97,0.96,34.79,6.22,11.55,7.87,36.13,0.76,27.07,3.87,16.73,12.06,29.48,4.14,22.07,0.61,21.42,10.28,20.79,0.88,30.17,1.0,0.0,1.0,2.0,2.0,1.0,12.06,10.28,9.0,2.0,4.0,6.0,4.6882,3.8151,7.045,6.22,7.87,7.3718,24.58,1.6147,6.55,2.89,0.61,4.14,2.895,8.06,12.75,3.5171,8.7367,1.78,1.0,1.0,4.0
0.33,35.05,4.47,24.77,2.75,32.59,6.43,39.91,7.37,20.31,0.21,27.89,0.27,32.52,3.09,29.09,0.54,24.62,10.49,31.81,0.52,30.59,5.0,3.0,1.0,4.0,2.0,1.0,10.49,4.47,11.0,0.0,5.0,8.0,3.3155,3.3394,6.9,6.43,7.37,7.1745,19.6,0.17,3.5,2.92,2.75,3.09,2.1736,7.19,7.04,3.01,7.48,6.02,0.0,1.0,2.0
1.95,25.04,0.43,19.66,3.06,16.51,0.74,9.56,0.78,24.92,1.97,19.5,0.73,22.27,5.09,38.03,0.62,28.36,7.98,31.92,0.89,31.84,1.0,0.0,0.0,1.0,3.0,1.0,7.98,3.06,9.0,2.0,6.0,8.0,2.2036,2.2617,2.24,0.74,5.09,5.7764,28.47,0.6146,8.86,1.21,0.62,1.97,2.7279,3.552,15.41,2.46,5.52,4.92,0.0,1.0,1.0
